time_s,dx_m,dy_m,dz_m,rx_rad,ry_rad,rz_rad
0,0,0,0,0,0,0
0.0666666666667,0,0,0,0,0,0
0.133333333333,0,0,0,0,0,0
0.2,0,0,0,0,0,0
0.266666666667,0,0,0,0,0,0
0.333333333333,0,0,0,0,0,0
0.4,0,0,0,0,0,0
0.466666666667,0,0,0,0,0,0
0.533333333333,0,0,0,0,0,0
0.6,0,0,0,0,0,0
0.666666666667,0,0,0,0,0,0
0.733333333333,0,0,0,0,0,0
0.8,0,0,0,0,0,0
0.866666666667,0,0,0,0,0,0
0.933333333333,0,0,0,0,0,0
1,0,0,0,0,0,0
1.06666666667,0,0,0,0,0,0
1.13333333333,0,0,0,0,0,0
1.2,0,0,0,0,0,0
1.26666666667,0,0,0,0,0,0
1.33333333333,0,0,0,0,0,0
1.4,0,0,0,0,0,0
1.46666666667,0,0,0,0,0,0
1.53333333333,0,0,0,0,0,0
1.6,0,0,0,0,0,0
1.66666666667,0,0,0,0,0,0
1.73333333333,0,0,0,0,0,0
1.8,0,0,0,0,0,0
1.86666666667,0,0,0,0,0,0
1.93333333333,0,0,0,0,0,0
2,0,0,0,0,0,0
2.06666666667,0,0,0,0,3.94324758717e-08,0
2.13333333333,0,0,0,0,6.1959963779e-07,0
2.2,0,0,0,0,3.07740796353e-06,0
2.26666666667,0,0,0,0,9.53257481349e-06,0
2.33333333333,0,0,0,0,2.27861361849e-05,0
2.4,0,0,0,0,4.62119728619e-05,0
2.46666666667,0,0,0,0,8.36423934099e-05,0
2.53333333333,0,0,0,0,0.000139248908295,0
2.6,0,0,0,0,0.000217419428689,0
2.66666666667,0,0,0,0,0.000322633224141,0
2.73333333333,0,0,0,0,0.000459335072877,0
2.8,0,0,0,0,0.00063181013444,0
2.86666666667,0,0,0,0,0.000844061163822,0
2.93333333333,0,0,0,0,0.00109968976613,0
3,0,0,0,0,0.00140178345789,0
3.06666666667,0,0,0,0,0.00175281035181,0
3.13333333333,0,0,0,0,0.00215452331281,0
3.2,0,0,0,0,0.00260787544033,0
3.26666666667,0,0,0,0,0.00311294871216,0
3.33333333333,0,0,0,0,0.00366889757386,0
3.4,0,0,0,0,0.00427390917241,0
3.46666666667,0,0,0,0,0.00492518180903,0
3.53333333333,0,0,0,0,0.0056189230209,0
3.6,0,0,0,0,0.00635036849247,0
3.66666666667,0,0,0,0,0.00711382274124,0
3.73333333333,0,0,0,0,0.00790272221822,0
3.8,0,0,0,0,0.00870972111,0
3.86666666667,0,0,0,0,0.00952679972503,0
3.93333333333,0,0,0,0,0.010345394894,0
4,0,0,0,0,0.0111565513137,0
4.06666666667,0,0,0,0,0.0119510922179,0
4.13333333333,0,0,0,0,0.0127198071751,0
4.2,0,0,0,0,0.0134536541919,0
4.26666666667,0,0,0,0,0.0141439726547,0
4.33333333333,0,0,0,0,0.0147827029789,0
4.4,0,0,0,0,0.015362608164,0
4.46666666667,0,0,0,0,0.0158774917869,0
4.53333333333,0,0,0,0,0.016322406325,0
4.6,0,0,0,0,0.0166938450922,0
4.66666666667,0,0,0,0,0.0169899105232,0
4.73333333333,0,0,0,0,0.0172104510676,0
4.8,0,0,0,0,0.0173571585817,0
4.86666666667,0,0,0,0,0.0174336178528,0
4.93333333333,0,0,0,0,0.0174452997851,0
5,0,0,0,0,0.0173994898438,0
5.06666666667,0,0,0,0,0.0173031809177,0
5.13333333333,0,0,0,0,0.0171565778274,0
5.2,0,0,0,0,0.0169581728562,0
5.26666666667,0,0,0,0,0.0167066153252,0
5.33333333333,0,0,0,0,0.0164007301894,0
5.4,0,0,0,0,0.0160395369328,0
5.46666666667,0,0,0,0,0.0156222686401,0
5.53333333333,0,0,0,0,0.0151483911121,0
5.6,0,0,0,0,0.0146176218765,0
5.66666666667,0,0,0,0,0.0140299489325,0
5.73333333333,0,0,0,0,0.0133856490554,0
5.8,0,0,0,0,0.0126853054739,0
5.86666666667,0,0,0,0,0.0119298247196,0
5.93333333333,0,0,0,0,0.0111204524395,0
6,0,0,0,0,0.0102587879472,0
6.06666666667,0,0,0,0,0.00934679728326,0
6.13333333333,0,0,0,0,0.00838682454511,0
6.2,0,0,0,0,0.00738160123973,0
6.26666666667,0,0,0,0,0.00633425340998,0
6.33333333333,0,0,0,0,0.00524830628119,0
6.4,0,0,0,0,0.00412768617573,0
6.46666666667,0,0,0,0,0.00297671944574,0
6.53333333333,0,0,0,0,0.0018001281801,0
6.6,0,0,0,0,0.00060302245066,0
6.66666666667,0,0,0,0,-0.000609111124748,0
6.73333333333,0,0,0,0,-0.00183042470867,0
6.8,0,0,0,0,-0.00305472864603,0
6.86666666667,0,0,0,0,-0.0042755151035,0
6.93333333333,0,0,0,0,-0.00548598607985,0
7,0,0,0,0,-0.0066790858876,0
7.06666666667,0,0,0,0,-0.00784753816948,0
7.13333333333,0,0,0,0,-0.00898388747094,0
7.2,0,0,0,0,-0.0100805453444,0
7.26666666667,0,0,0,0,-0.0111298409096,0
7.33333333333,0,0,0,0,-0.012124075741,0
7.4,0,0,0,0,-0.0130555828939,0
7.46666666667,0,0,0,0,-0.0139167898178,0
7.53333333333,0,0,0,0,-0.014700284844,0
7.6,0,0,0,0,-0.0153988868627,0
7.66666666667,0,0,0,0,-0.0160057177366,0
7.73333333333,0,0,0,0,-0.0165142769282,0
7.8,0,0,0,0,-0.016918517745,0
7.86666666667,0,0,0,0,-0.0172129245356,0
7.93333333333,0,0,0,0,-0.0173925901015,0
8,0,0,0,0,-0.0174532925199,0
8.06666666667,0,0,0,0,-0.0173915705124,0
8.13333333333,0,0,0,0,-0.0172047964318,0
8.2,0,0,0,0,-0.016891245892,0
8.26666666667,0,0,0,0,-0.0164501630155,0
8.33333333333,0,0,0,0,-0.0158818202424,0
8.4,0,0,0,0,-0.0151875716163,0
8.46666666667,0,0,0,0,-0.0143698984504,0
8.53333333333,0,0,0,0,-0.0134324462768,0
8.6,0,0,0,0,-0.0123800519969,0
8.66666666667,0,0,0,0,-0.0112187601801,0
8.73333333333,0,0,0,0,-0.00995582750808,0
8.8,0,0,0,0,-0.00859971442462,0
8.86666666667,0,0,0,0,-0.00716006313784,0
8.93333333333,0,0,0,0,-0.00564766122619,0
9,0,0,0,0,-0.0040743902228,0
9.06666666667,0,0,0,0,-0.00245315869868,0
